"diffgroup","gain","ap_correction","cp_correction","adjusted_gain"
44,0.00569873604212523,0.00040019788975619,0.00833386769583958,-0.00303532954347054
45,0.00551420968240512,0.000367070643950421,0.00825245798661236,-0.00310531894815765
46,0.0057776217394101,0.000432626791740193,0.00808402199632031,-0.0027390270486504
47,0.00618326564834981,0.000426411750804947,0.00786253564378797,-0.0021056817462431
48,0.00609812453900938,0.000366435404540489,0.00760721040115179,-0.0018755212666829
49,0.00599382361959433,0.000337521958947229,0.00746231253929789,-0.00180601087865079
50,0.00584987583485985,0.000301491328169352,0.00732759698297132,-0.00177921247628082
51,0.00607555245371594,0.000323450569811531,0.00720358483621108,-0.00145148295230667
52,0.00589565060233144,0.000338912867214838,0.00715748505008103,-0.00160074731496443
53,0.00594480069715198,0.000266614513431617,0.00701641599710996,-0.0013382298133896
54,0.00481703947267087,0.000333689875506546,0.00702427020894895,-0.00254092061178462
55,0.00438828567799998,0.000344989868474674,0.00687568458514003,-0.00283238877561472
56,0.00396960094619214,0.000389176707486719,0.00691781708923597,-0.00333739285053055
57,0.00435213958090164,0.0003675274007518,0.00676428028374925,-0.00277966810359941
58,0.00421806297081717,0.000300400558882329,0.00638092554532865,-0.00246326313339381
59,0.00431441638146324,0.000256019455158283,0.00616697088472068,-0.00210857395841572
60,0.00405235050057795,0.000233476971768059,0.00605438763995656,-0.00223551411114667
61,0.00382838808988395,0.000252766326982225,0.00585485140603403,-0.00227922964313231
62,0.00339468636339169,0.000260595976679091,0.00565831328119736,-0.00252422289448477
63,0.00354492536600037,0.000231053106083657,0.00527525349177862,-0.00196138123186191
64,0.00329930623243557,0.000240471584050759,0.00498082126925069,-0.00192198662086588
65,0.00345475015352981,0.00020948904767403,0.00471277447431088,-0.0014675133684551
66,0.00328200451386451,0.00024906177693164,0.00426266218168435,-0.00122971944475148
67,0.00311236930579473,0.000299823763917435,0.00402938527740512,-0.00121683973552783
68,0.00306237042200874,0.000258291273222196,0.00389282292732329,-0.00108874377853675
69,0.00288407152892944,0.000254158580117449,0.00370782835899443,-0.00107791541018243
70,0.00244560255032378,0.000299374733464549,0.00362455771337126,-0.00147832989651203
71,0.00240607642871293,0.000293316491238642,0.00341044269060331,-0.00129768275312901
72,0.00223281105893114,0.000320533414683929,0.0033370952394506,-0.00142481759520339
73,0.00199708579282754,0.000304846789816934,0.00324599804995912,-0.00155375904694852
74,0.00198356738700023,0.000292357448401807,0.00314503420518638,-0.00145382426658796
75,0.00207056219260382,0.000265794987612008,0.00297816713821222,-0.00117339993322041
76,0.00178343390714275,0.000273444617242424,0.00280691034646179,-0.00129692105656146
77,0.00198329006245357,0.000255997702582319,0.00260526540934972,-0.000877973049478467
78,0.0018756584339884,0.000297319792397522,0.00250748955246065,-0.000929150910869767
79,0.00173312316835994,0.000297989878801192,0.00238539625210452,-0.000950262962545772
80,0.0015959951294271,0.000289974241885491,0.00226268986885376,-0.000956668981312157
81,0.00161109785012004,0.000284429272398,0.00225112727715167,-0.000924458699429632
82,0.00142917154635058,0.000279770037178624,0.00207918510341481,-0.000929783594242854
83,0.00134551320059784,0.000284969276518982,0.00196770229072581,-0.000907158366646954
84,0.00118111169243706,0.000290830662906466,0.00186416445107828,-0.000973883421547679
85,0.00098404506720251,0.000273784744882062,0.00169503989994729,-0.000984779577626846
86,0.000848517874260435,0.000288958085278381,0.00165519515386435,-0.0010956353648823
87,0.000817772950141848,0.00026509646483036,0.00150218284594209,-0.0009495063606306
88,0.000924430106404861,0.000289989571885415,0.00145904543092036,-0.000824604896400915
89,0.000732929776296132,0.000291131793710967,0.00136550254292893,-0.000923704560343766
90,0.000426271839590431,0.000305203593290538,0.00131803606336133,-0.00119696781706144
91,0.000286650570484159,0.000304641357686628,0.00121137535545459,-0.00122936614265706
92,0.00034008863703594,0.000285415714927376,0.00114997718429934,-0.00109530426219078
93,0.000159297162107719,0.000260308109859808,0.00105089443796697,-0.00115190538571906
94,0.000206810766973153,0.000228205483311464,0.000941748074887862,-0.000963142791226172
95,7.06471119682472e-05,0.000245377682901646,0.000962188952080236,-0.00113691952301363
96,9.44170654384457e-05,0.000255701218688158,0.000961205977587233,-0.00112249013083695
97,4.42167956058448e-05,0.000252046939162771,0.000943926470904531,-0.00115175661446146
98,6.20392024999195e-05,0.000225213823068901,0.000895050609718174,-0.00105822523028716
99,0,0.000241053268710739,0.000910374091418966,-0.0011514273601297
100,0,0.000241053268710739,0.000910374091418966,-0.0011514273601297
