id_agente,save_rate,ncalls,nsaves,ap
4916,0.9629629629629629,27,26,0.33
4990,1.0,1,1,0.33
4994,0.875,8,7,0.33
4995,1.0,4,4,0.33
4996,0.9459459459459459,222,210,0.7931654676258992
4997,0.9245283018867925,53,49,0.44064748201438847
4999,1.0,1,1,0.33
5002,1.0,42,42,0.987410071942446
5003,1.0,8,8,0.33
5007,0.9148936170212766,47,43,0.3147482014388489
5009,1.0,2,2,0.33
5011,1.0,1,1,0.33
5017,1.0,3,3,0.33
5018,0.9767441860465116,86,84,0.9694244604316546
5048,0.9615384615384616,26,25,0.33
5148,0.8,15,12,0.33
5150,0.9534883720930233,86,82,0.8471223021582733
5152,0.9836065573770492,122,120,0.9838129496402878
5153,1.0,35,35,0.9946043165467626
5155,0.9565217391304348,23,22,0.33
5157,0.9058823529411765,85,77,0.2068345323741007
5160,0.918918918918919,74,68,0.35071942446043164
5161,0.8823529411764706,17,15,0.33
5163,0.8,10,8,0.33
5167,0.9473684210526315,19,18,0.33
5170,0.9230769230769231,26,24,0.33
5171,0.8837209302325582,43,38,0.06654676258992806
5172,0.8571428571428571,28,24,0.33
5180,0.9068627450980392,204,185,0.22122302158273383
5186,1.0,4,4,0.33
5200,0.8,15,12,0.33
5203,1.0,3,3,0.33
5206,0.9259259259259259,54,50,0.4766187050359712
5210,0.9428571428571428,140,132,0.7428057553956835
5215,0.9516129032258065,62,59,0.829136690647482
5256,0.918918918918919,37,34,0.35431654676258995
5259,0.9148936170212766,47,43,0.31115107913669066
5261,0.9166666666666666,12,11,0.33
5388,1.0,7,7,0.33
5390,0.918918918918919,74,68,0.3579136690647482
5391,1.0,18,18,0.33
5395,0.9473684210526315,19,18,0.33
5397,1.0,2,2,0.33
5398,1.0,6,6,0.33
5399,1.0,3,3,0.33
5401,0.9032258064516129,93,84,0.17805755395683454
5403,0.9032258064516129,124,112,0.17086330935251798
5404,0.9217391304347826,115,106,0.39388489208633093
5405,0.8,5,4,0.33
5407,0.9390243902439024,164,154,0.6888489208633094
5411,0.9701492537313433,67,65,0.9334532374100719
5412,0.8333333333333334,12,10,0.33
5413,0.930379746835443,158,147,0.5305755395683454
5418,0.9,20,18,0.33
5422,0.9259259259259259,27,25,0.33
5427,0.9,10,9,0.33
5688,0.9444444444444444,18,17,0.33
5690,0.9411764705882353,17,16,0.33
5697,0.8902439024390244,164,146,0.10251798561151079
5698,0.8928571428571429,84,75,0.11330935251798561
5699,0.8695652173913043,46,40,0.0341726618705036
5700,0.8977272727272727,88,79,0.13129496402877697
5702,0.9296482412060302,199,185,0.5233812949640287
5704,0.9609375,128,123,0.8974820143884892
5707,0.9,20,18,0.33
5713,1.0,16,16,0.33
5714,1.0,11,11,0.33
5715,0.9357798165137615,109,102,0.6384892086330936
5716,0.9322033898305084,118,110,0.5665467625899281
5717,0.921875,64,59,0.39748201438848924
5718,0.8888888888888888,9,8,0.33
5721,0.9024390243902439,41,37,0.16366906474820145
5724,1.0,4,4,0.33
5726,1.0,4,4,0.33
5728,0.9285714285714286,14,13,0.33
5733,0.75,8,6,0.33
5734,0.9259259259259259,27,25,0.33
5740,1.0,1,1,0.33
5741,0.8833333333333333,120,106,0.05935251798561151
5743,0.9259259259259259,81,75,0.4802158273381295
5760,0.9682539682539683,126,122,0.9226618705035972
5762,0.936,125,117,0.64568345323741
5775,0.9264705882352942,68,63,0.48381294964028776
5783,0.945054945054945,91,86,0.7679856115107914
5802,1.0,17,17,0.33
5806,0.8333333333333334,6,5,0.33
5808,0.953125,64,61,0.8363309352517986
5809,0.9235668789808917,157,145,0.4226618705035971
5812,0.9629629629629629,27,26,0.33
5821,0.875,40,35,0.044964028776978415
5832,0.9257425742574258,202,187,0.47302158273381295
5836,1.0,6,6,0.33
5838,0.9345794392523364,107,100,0.6097122302158273
5840,0.9473684210526315,19,18,0.33
5841,0.9318181818181818,132,123,0.5593525179856115
5843,0.9135135135135135,185,169,0.289568345323741
5845,0.9545454545454546,22,21,0.33
5846,0.9124423963133641,217,198,0.2787769784172662
5848,0.9036144578313253,83,75,0.18525179856115107
5850,0.9117647058823529,102,93,0.25719424460431656
5851,1.0,1,1,0.33
5853,0.926829268292683,41,38,0.4910071942446043
5855,0.8888888888888888,9,8,0.33
5856,0.9181818181818182,110,101,0.33992805755395683
5861,0.9236641221374046,131,121,0.4262589928057554
5862,0.9476744186046512,172,163,0.8075539568345323
5863,0.9333333333333333,90,84,0.5845323741007195
5864,1.0,2,2,0.33
5867,0.8846153846153846,78,69,0.0737410071942446
5869,1.0,5,5,0.33
5871,0.9375,32,30,0.6672661870503597
5875,0.9367088607594937,79,74,0.6528776978417267
5876,0.9,40,36,0.13848920863309352
5881,1.0,10,10,0.33
5885,0.9338842975206612,121,113,0.591726618705036
5886,1.0,5,5,0.33
5887,0.945054945054945,91,86,0.7715827338129496
5888,0.9343065693430657,137,128,0.5989208633093526
5890,0.8837209302325582,43,38,0.07014388489208633
5891,0.8850574712643678,87,77,0.08093525179856115
5896,0.7777777777777778,18,14,0.33
5900,0.94,100,94,0.7176258992805755
5907,0.9117647058823529,34,31,0.2607913669064748
5908,0.9345238095238095,168,157,0.6061151079136691
5910,0.8846153846153846,78,69,0.07733812949640288
5919,0.9281767955801105,181,168,0.5089928057553957
5920,0.9125,160,146,0.2823741007194245
5925,0.9266666666666666,150,139,0.48741007194244607
5928,0.9382716049382716,162,152,0.6744604316546763
5939,0.8823529411764706,153,135,0.05575539568345324
5942,0.9558823529411765,136,130,0.8687050359712231
5945,0.9465648854961832,131,124,0.7967625899280576
5946,0.9230769230769231,13,12,0.33
5948,0.8943089430894309,123,110,0.12050359712230216
5951,0.9307692307692308,130,121,0.5449640287769785
5957,0.9340659340659341,91,85,0.5953237410071942
5958,0.85,20,17,0.33
5960,0.9145299145299145,117,107,0.30755395683453235
5963,0.895,200,179,0.12410071942446044
6002,0.957983193277311,119,114,0.8830935251798561
6003,0.9051724137931034,116,105,0.1960431654676259
6007,0.923728813559322,118,109,0.42985611510791366
6008,0.9074074074074074,162,147,0.22482014388489208
6009,0.92,50,46,0.368705035971223
6011,0.9454545454545454,55,52,0.7823741007194245
6012,0.8939393939393939,66,59,0.11690647482014388
6014,0.9573170731707317,164,157,0.8794964028776978
6018,0.8529411764705882,34,29,0.01618705035971223
6029,0.9693251533742331,163,158,0.9298561151079137
6030,0.9122807017543859,171,156,0.2643884892086331
6031,0.9276315789473685,152,141,0.4982014388489209
6036,0.8240740740740741,108,89,0.008992805755395683
6037,0.9390243902439024,82,77,0.685251798561151
6046,0.9583333333333334,24,23,0.33
6049,0.9013157894736842,152,137,0.1420863309352518
6059,1.0,1,1,0.33
6060,1.0,2,2,0.33
6061,1.0,1,1,0.33
6063,0.7857142857142857,14,11,0.33
6067,0.9423076923076923,104,98,0.7356115107913669
6068,0.9210526315789473,152,140,0.38669064748201437
6071,1.0,2,2,0.33
6074,0.9245283018867925,106,98,0.4370503597122302
6078,1.0,27,27,0.33
6081,0.9347826086956522,92,86,0.6133093525179856
6082,0.94,150,141,0.7068345323741008
6084,0.9021739130434783,92,83,0.1528776978417266
6085,0.8586956521739131,92,79,0.019784172661870502
6086,0.9112903225806451,124,113,0.25359712230215825
6087,0.875,8,7,0.33
6092,0.9056603773584906,53,48,0.19964028776978418
6109,0.9469026548672567,113,107,0.8003597122302158
6119,0.9545454545454546,88,84,0.8507194244604317
6214,0.925531914893617,188,174,0.46223021582733814
6218,0.943089430894309,246,232,0.7464028776978417
6219,0.9247787610619469,226,209,0.4442446043165468
6223,0.9313725490196079,204,190,0.5557553956834532
6225,1.0,12,12,0.33
6228,0.9343434343434344,198,185,0.6025179856115108
6233,0.925,160,148,0.45143884892086333
6234,0.9310344827586207,87,81,0.5485611510791367
6235,0.9365079365079365,189,177,0.6492805755395683
6241,0.9123711340206185,194,177,0.2715827338129496
6242,0.9398907103825137,183,172,0.7032374100719424
6243,0.9234234234234234,222,205,0.41906474820143885
6245,0.9190751445086706,173,159,0.36151079136690645
6246,0.9305555555555556,144,134,0.5341726618705036
6247,0.9223300970873787,103,95,0.4010791366906475
6292,0.8916666666666667,120,107,0.10971223021582734
6296,0.9135802469135802,81,74,0.29676258992805754
6297,0.9380530973451328,113,106,0.670863309352518
6298,0.875,32,28,0.04136690647482014
6302,0.905829596412556,223,202,0.20323741007194246
6303,0.9652173913043478,230,222,0.908273381294964
6304,0.9058823529411765,255,231,0.210431654676259
6308,0.9086021505376344,186,169,0.24280575539568344
6310,0.9565217391304348,138,132,0.8758992805755396
6311,0.9155844155844156,154,141,0.3183453237410072
6312,0.9330143540669856,209,195,0.5737410071942446
6429,0.9,40,36,0.13489208633093525
6430,1.0,35,35,0.9910071942446043
6431,0.8666666666666667,30,26,0.02697841726618705
6435,0.9,20,18,0.33
6436,1.0,27,27,0.33
6438,0.6666666666666666,3,2,0.33
6439,0.8857142857142857,35,31,0.08453237410071943
6447,0.96875,32,31,0.9262589928057554
6457,1.0,18,18,0.33
6458,0.9375,16,15,0.33
6462,0.9375,32,30,0.6636690647482014
6463,0.9736842105263158,38,37,0.9514388489208633
6465,1.0,22,22,0.33
6467,0.8857142857142857,35,31,0.08812949640287769
6471,0.967741935483871,31,30,0.9190647482014388
6473,0.868421052631579,38,33,0.030575539568345324
6474,0.9285714285714286,28,26,0.33
6476,0.918918918918919,37,34,0.3471223021582734
6478,0.8235294117647058,34,28,0.00539568345323741
6481,0.925,40,37,0.447841726618705
6482,0.9310344827586207,29,27,0.33
6534,0.9032258064516129,31,28,0.18165467625899281
6535,1.0,27,27,0.33
6537,0.9354838709677419,31,29,0.6312949640287769
6538,0.9142857142857143,35,32,0.3039568345323741
6539,0.96,25,24,0.33
6541,0.7894736842105263,38,30,0.0017985611510791368
6543,0.9629629629629629,27,26,0.33
6544,0.9183673469387755,49,45,0.3435251798561151
6546,0.8974358974358975,39,35,0.12769784172661872
6547,0.9772727272727273,44,43,0.9730215827338129
6549,0.94,50,47,0.7140287769784173
6551,0.9074074074074074,54,49,0.22841726618705036
6552,0.8888888888888888,45,40,0.09532374100719425
6553,0.926829268292683,41,38,0.49460431654676257
6554,0.975609756097561,41,40,0.9586330935251799
6556,0.96,50,48,0.8866906474820144
6559,0.9166666666666666,12,11,0.33
6561,0.9230769230769231,39,36,0.4154676258992806
6563,1.0,26,26,0.33
